precs,recalls
0,1
0.000296121,1
0.000298418,1
0.000300933,1
0.000303306,1
0.000305717,1
0.000308071,1
0.000310752,1
0.000313283,1
0.000315856,1
0.000318674,1
0.000321234,1
0.000323834,1
0.000326584,1
0.000329381,1
0.000332226,1
0.000335233,1
0.000338181,1
0.000341064,1
0.000343997,1
0.000346981,1
0.000350018,1
0.000353232,1
0.000356506,1
0.000396511,1
0.000400641,1
0.000404694,1
0.000408831,1
0.000413052,1
0.000417362,1
0.000421941,1
0.000572574,1
0.000577201,1
0.000581564,1
0.000585823,1
0.000742942,1
0.000749906,1
0.000757863,1
0.000765697,1
0.000773994,1
0.000781555,1
0.000789266,1
0.000839631,1
0.000853971,1
0.000868056,1
0.000887311,1
0.000907441,1
0.000928505,1
0.00095057,1
0.000974659,1
0.000999001,1
0.00102459,1
0.001041305,1
0.001051156,1
0.001060445,1
0.0010699,1
0.001079525,1
0.00108972,1
0.001099707,1
0.001116071,1
0.001144165,1
0.001177856,1
0.001213592,1
0.001251564,1
0.00129199,1
0.001335113,1
0.001369394,1
0.001386963,1
0.001402918,1
0.001412828,1
0.00155642,1
0.001588562,1
0.001620746,1
0.001643836,1
0.001655629,1
0.001667593,1
0.001716247,1
0.001735107,1
0.001755413,1
0.001774623,1
0.001794258,1
0.001814882,1
0.001835985,1
0.00185701,1
0.001882058,1
0.001907877,1
0.001930502,1
0.001962067,1
0.001996008,1
0.00202977,1
0.002063274,1
0.002084419,1
0.002103049,1
0.002121641,1
0.002140182,1
0.002159827,1
0.002175687,1
0.00219539,1
0.002215657,1
0.002235886,1
0.002257336,1
0.002281369,1
0.002325581,1
0.002360081,1
0.002373418,1
0.00239521,1
0.00243309,1
0.002465078,1
0.002493766,1
0.002516356,1
0.00254022,1
0.002568053,1
0.002671119,1
0.002682763,1
0.002699055,1
0.00286533,1
0.002942619,1
0.002987056,1
0.003134796,1
0.00339641,1
0.003450656,1
0.00349162,1
0.003631562,1
0.003722414,1
0.003857281,1
0.00397351,1
0.004081633,1
0.004160888,1
0.004209542,1
0.004237288,1
0.004262295,1
0.004287756,1
0.004478567,1
0.004504505,1
0.004536617,1
0.004564126,1
0.004617414,1
0.004672897,1
0.004829363,1
0.004904146,1
0.005076142,1
